customer_service::0000 VL    pred=1 true=1 lat=4007ms
    healthcare::0044 GACA  pred=11 true=23 lat=2275ms
    healthcare::0064 VL    pred=20 true=20 lat=1358ms
    healthcare::0064 FR    pred=20 true=20 lat=2418ms
    healthcare::0064 GR    pred=20 true=20 lat=1715ms
    healthcare::0064 GACA  pred=20 true=20 lat=2555ms
    healthcare::0084 VL    pred=11 true=17 lat=1657ms
    healthcare::0084 FR    pred=11 true=17 lat=1575ms
    healthcare::0084 GR    pred=15 true=17 lat=1772ms
    healthcare::0084 GACA  pred=15 true=17 lat=2321ms
    healthcare::0005 VL    pred=11 true=7 lat=1731ms
    healthcare::0005 FR    pred=11 true=7 lat=1535ms
    healthcare::0005 GR    pred=11 true=7 lat=1238ms
    healthcare::0005 GACA  pred=11 true=7 lat=1975ms
    healthcare::0025 VL    pred=3 true=3 lat=1605ms
    healthcare::0025 FR    pred=11 true=3 lat=1074ms
    healthcare::0025 GR    pred=11 true=3 lat=1795ms
    healthcare::0025 GACA  pred=11 true=3 lat=2478ms
    healthcare::0045 VL    pred=15 true=24 lat=1746ms
    healthcare::0045 FR    pred=15 true=24 lat=1612ms
    healthcare::0045 GR    pred=21 true=24 lat=1585ms
    healthcare::0045 GACA  pred=21 true=24 lat=2713ms
    healthcare::0065 VL    pred=21 true=21 lat=1686ms
    healthcare::0065 FR    pred=21 true=21 lat=1891ms
    healthcare::0065 GR    pred=21 true=21 lat=1838ms
    healthcare::0065 GACA  pred=21 true=21 lat=2492ms
    healthcare::0085 VL    pred=11 true=18 lat=1675ms
    healthcare::0085 FR    pred=11 true=18 lat=1580ms
    healthcare::0085 GR    pred=11 true=18 lat=1901ms
    healthcare::0085 GACA  pred=11 true=18 lat=2414ms
    healthcare::0006 VL    pred=11 true=8 lat=1601ms
    healthcare::0006 FR    pred=11 true=8 lat=1613ms
    healthcare::0006 GR    pred=11 true=8 lat=1440ms
    healthcare::0006 GACA  pred=11 true=8 lat=2141ms
    healthcare::0026 VL    pred=3 true=4 lat=1731ms
    healthcare::0026 FR    pred=3 true=4 lat=1686ms
    healthcare::0026 GR    pred=3 true=4 lat=1596ms
    healthcare::0026 GACA  pred=3 true=4 lat=1843ms
    healthcare::0046 VL    pred=10 true=1 lat=1623ms
    healthcare::0046 FR    pred=10 true=1 lat=1627ms
    healthcare::0046 GR    pred=1 true=1 lat=1679ms
    healthcare::0046 GACA  pred=10 true=1 lat=2606ms
    healthcare::0066 VL    pred=22 true=22 lat=1416ms
    healthcare::0066 FR    pred=22 true=22 lat=1636ms
    healthcare::0066 GR    pred=22 true=22 lat=1550ms
    healthcare::0066 GACA  pred=12 true=22 lat=2549ms
    healthcare::0086 VL    pred=2 true=19 lat=1708ms
    healthcare::0086 FR    pred=2 true=19 lat=1441ms
    healthcare::0086 GR    pred=2 true=19 lat=1848ms
    healthcare::0086 GACA  pred=19 true=19 lat=2416ms
    healthcare::0007 VL    pred=11 true=9 lat=1328ms
    healthcare::0007 FR    pred=11 true=9 lat=1558ms
    healthcare::0007 GR    pred=9 true=9 lat=1670ms
    healthcare::0007 GACA  pred=11 true=9 lat=1857ms
    healthcare::0027 VL    pred=11 true=6 lat=1429ms
    healthcare::0027 FR    pred=6 true=6 lat=1283ms
    healthcare::0027 GR    pred=6 true=6 lat=1813ms
    healthcare::0027 GACA  pred=11 true=6 lat=1850ms
    healthcare::0047 VL    pred=20 true=2 lat=2441ms
    healthcare::0047 FR    pred=20 true=2 lat=1342ms
    healthcare::0047 GR    pred=2 true=2 lat=1904ms
    healthcare::0047 GACA  pred=20 true=2 lat=2082ms
    healthcare::0067 VL    pred=16 true=23 lat=1542ms
    healthcare::0067 FR    pred=11 true=23 lat=1352ms
    healthcare::0067 GR    pred=16 true=23 lat=1241ms
    healthcare::0067 GACA  pred=11 true=23 lat=2004ms
    healthcare::0087 VL    pred=11 true=20 lat=1633ms
    healthcare::0087 FR    pred=11 true=20 lat=1153ms
    healthcare::0087 GR    pred=11 true=20 lat=1618ms
    healthcare::0087 GACA  pred=11 true=20 lat=2229ms
    healthcare::0008 VL    pred=11 true=10 lat=1697ms
    healthcare::0008 FR    pred=11 true=10 lat=1397ms
    healthcare::0008 GR    pred=11 true=10 lat=1391ms
    healthcare::0008 GACA  pred=11 true=10 lat=2246ms
    healthcare::0028 VL    pred=11 true=7 lat=1236ms
    healthcare::0028 FR    pred=11 true=7 lat=1338ms
    healthcare::0028 GR    pred=11 true=7 lat=1425ms
    healthcare::0028 GACA  pred=11 true=7 lat=1843ms
    healthcare::0048 VL    pred=3 true=3 lat=1512ms
    healthcare::0048 FR    pred=3 true=3 lat=1539ms
    healthcare::0048 GR    pred=3 true=3 lat=1765ms
    healthcare::0048 GACA  pred=11 true=3 lat=1910ms
    healthcare::0068 VL    pred=11 true=24 lat=2001ms
    healthcare::0068 FR    pred=15 true=24 lat=1633ms
    healthcare::0068 GR    pred=11 true=24 lat=1555ms
    healthcare::0068 GACA  pred=11 true=24 lat=2080ms
    healthcare::0088 VL    pred=21 true=21 lat=1643ms
    healthcare::0088 FR    pred=21 true=21 lat=1661ms
    healthcare::0088 GR    pred=21 true=21 lat=1401ms
    healthcare::0088 GACA  pred=21 true=21 lat=2149ms
    healthcare::0009 VL    pred=11 true=11 lat=1551ms
    healthcare::0009 FR    pred=11 true=11 lat=1298ms
    healthcare::0009 GR    pred=11 true=11 lat=1293ms
    healthcare::0009 GACA  pred=11 true=11 lat=2047ms
    healthcare::0029 VL    pred=11 true=8 lat=1844ms
    healthcare::0029 FR    pred=11 true=8 lat=1405ms
    healthcare::0029 GR    pred=11 true=8 lat=1610ms
    healthcare::0029 GACA  pred=11 true=8 lat=2658ms
    healthcare::0049 VL    pred=3 true=4 lat=1747ms
    healthcare::0049 FR    pred=3 true=4 lat=1377ms
    healthcare::0049 GR    pred=3 true=4 lat=1654ms
    healthcare::0049 GACA  pred=4 true=4 lat=2061ms
    healthcare::0069 VL    pred=11 true=1 lat=1448ms
    healthcare::0069 FR    pred=11 true=1 lat=1412ms
    healthcare::0069 GR    pred=11 true=1 lat=1847ms
    healthcare::0069 GACA  pred=11 true=1 lat=2687ms
    healthcare::0089 VL    pred=11 true=22 lat=1850ms
    healthcare::0089 FR    pred=22 true=22 lat=1414ms
    healthcare::0089 GR    pred=11 true=22 lat=1491ms
    healthcare::0089 GACA  pred=22 true=22 lat=2172ms
    healthcare::0010 VL    pred=11 true=12 lat=1617ms
    healthcare::0010 FR    pred=11 true=12 lat=1320ms
    healthcare::0010 GR    pred=21 true=12 lat=1885ms
    healthcare::0010 GACA  pred=12 true=12 lat=1864ms
    healthcare::0030 VL    pred=11 true=9 lat=1674ms
    healthcare::0030 FR    pred=11 true=9 lat=1604ms
    healthcare::0030 GR    pred=11 true=9 lat=1457ms
    healthcare::0030 GACA  pred=9 true=9 lat=1897ms
    healthcare::0050 VL    pred=11 true=6 lat=1334ms
    healthcare::0050 FR    pred=11 true=6 lat=1512ms
    healthcare::0050 GR    pred=11 true=6 lat=1322ms
    healthcare::0050 GACA  pred=11 true=6 lat=2085ms
    healthcare::0070 VL    pred=3 true=2 lat=1602ms
    healthcare::0070 FR    pred=2 true=2 lat=1784ms
    healthcare::0070 GR    pred=16 true=2 lat=2156ms
    healthcare::0070 GACA  pred=11 true=2 lat=1825ms
    healthcare::0090 VL    pred=3 true=23 lat=1569ms
    healthcare::0090 FR    pred=3 true=23 lat=1770ms
    healthcare::0090 GR    pred=11 true=23 lat=2030ms
    healthcare::0090 GACA  pred=16 true=23 lat=2377ms
    healthcare::0011 VL    pred=21 true=13 lat=1856ms
    healthcare::0011 FR    pred=11 true=13 lat=1436ms
    healthcare::0011 GR    pred=21 true=13 lat=1604ms
    healthcare::0011 GACA  pred=13 true=13 lat=2070ms
    healthcare::0031 VL    pred=10 true=10 lat=1363ms
    healthcare::0031 FR    pred=11 true=10 lat=1377ms
    healthcare::0031 GR    pred=10 true=10 lat=1866ms
    healthcare::0031 GACA  pred=11 true=10 lat=2824ms
    healthcare::0051 VL    pred=20 true=7 lat=1634ms
    healthcare::0051 FR    pred=20 true=7 lat=1523ms
    healthcare::0051 GR    pred=20 true=7 lat=1661ms
    healthcare::0051 GACA  pred=20 true=7 lat=2125ms
    healthcare::0071 VL    pred=3 true=3 lat=1624ms
    healthcare::0071 FR    pred=3 true=3 lat=1531ms
    healthcare::0071 GR    pred=3 true=3 lat=1495ms
    healthcare::0071 GACA  pred=11 true=3 lat=2621ms
    healthcare::0091 VL    pred=11 true=24 lat=1458ms
    healthcare::0091 FR    pred=11 true=24 lat=1607ms
    healthcare::0091 GR    pred=11 true=24 lat=1498ms
    healthcare::0091 GACA  pred=11 true=24 lat=2076ms
    healthcare::0012 VL    pred=11 true=14 lat=1554ms
    healthcare::0012 FR    pred=11 true=14 lat=1147ms
    healthcare::0012 GR    pred=11 true=14 lat=1610ms
    healthcare::0012 GACA  pred=14 true=14 lat=2018ms
    healthcare::0032 VL    pred=11 true=11 lat=1590ms
    healthcare::0032 FR    pred=11 true=11 lat=1487ms
    healthcare::0032 GR    pred=11 true=11 lat=1641ms
    healthcare::0032 GACA  pred=11 true=11 lat=2865ms
    healthcare::0052 VL    pred=11 true=8 lat=1397ms
    healthcare::0052 FR    pred=11 true=8 lat=1552ms
    healthcare::0052 GR    pred=11 true=8 lat=2069ms
    healthcare::0052 GACA  pred=11 true=8 lat=2028ms
    healthcare::0072 VL    pred=3 true=4 lat=1565ms
    healthcare::0072 FR    pred=3 true=4 lat=1581ms
    healthcare::0072 GR    pred=3 true=4 lat=1741ms
    healthcare::0072 GACA  pred=3 true=4 lat=2095ms
    healthcare::0092 VL    pred=11 true=1 lat=1370ms
    healthcare::0092 FR    pred=10 true=1 lat=1659ms
    healthcare::0092 GR    pred=10 true=1 lat=1383ms
    healthcare::0092 GACA  pred=10 true=1 lat=2082ms
    healthcare::0013 VL    pred=11 true=15 lat=1282ms
    healthcare::0013 FR    pred=11 true=15 lat=1463ms
    healthcare::0013 GR    pred=11 true=15 lat=1497ms
    healthcare::0013 GACA  pred=11 true=15 lat=1854ms
    healthcare::0033 VL    pred=11 true=12 lat=1388ms
    healthcare::0033 FR    pred=11 true=12 lat=1735ms
    healthcare::0033 GR    pred=11 true=12 lat=1551ms
    healthcare::0033 GACA  pred=12 true=12 lat=1870ms
    healthcare::0053 VL    pred=11 true=9 lat=1601ms
    healthcare::0053 FR    pred=11 true=9 lat=1677ms
    healthcare::0053 GR    pred=11 true=9 lat=1729ms
    healthcare::0053 GACA  pred=11 true=9 lat=2352ms
    healthcare::0073 VL    pred=11 true=6 lat=1641ms
    healthcare::0073 FR    pred=11 true=6 lat=1522ms
    healthcare::0073 GR    pred=11 true=6 lat=1580ms
    healthcare::0073 GACA  pred=11 true=6 lat=2300ms
    healthcare::0093 VL    pred=2 true=2 lat=1449ms
    healthcare::0093 FR    pred=2 true=2 lat=1537ms
    healthcare::0093 GR    pred=11 true=2 lat=2227ms
    healthcare::0093 GACA  pred=11 true=2 lat=2435ms
    healthcare::0014 VL    pred=16 true=16 lat=1469ms
    healthcare::0014 FR    pred=16 true=16 lat=1682ms
    healthcare::0014 GR    pred=16 true=16 lat=1927ms
    healthcare::0014 GACA  pred=16 true=16 lat=2327ms
    healthcare::0034 VL    pred=20 true=13 lat=1467ms
    healthcare::0034 FR    pred=20 true=13 lat=1757ms
    healthcare::0034 GR    pred=11 true=13 lat=1473ms
    healthcare::0034 GACA  pred=13 true=13 lat=2551ms
    healthcare::0054 VL    pred=10 true=10 lat=2224ms
    healthcare::0054 FR    pred=11 true=10 lat=2119ms
    healthcare::0054 GR    pred=10 true=10 lat=1584ms
    healthcare::0054 GACA  pred=10 true=10 lat=2468ms
    healthcare::0074 VL    pred=11 true=7 lat=1875ms
    healthcare::0074 FR    pred=11 true=7 lat=1551ms
    healthcare::0074 GR    pred=11 true=7 lat=1527ms
    healthcare::0074 GACA  pred=11 true=7 lat=2233ms
    healthcare::0094 VL    pred=3 true=3 lat=1375ms
    healthcare::0094 FR    pred=3 true=3 lat=1648ms
    healthcare::0094 GR    pred=3 true=3 lat=1574ms
    healthcare::0094 GACA  pred=3 true=3 lat=2649ms
    healthcare::0015 VL    pred=11 true=17 lat=1623ms
    healthcare::0015 FR    pred=11 true=17 lat=1676ms
    healthcare::0015 GR    pred=2 true=17 lat=2075ms
    healthcare::0015 GACA  pred=17 true=17 lat=2178ms
    healthcare::0035 VL    pred=11 true=14 lat=1327ms
    healthcare::0035 FR    pred=11 true=14 lat=1536ms
    healthcare::0035 GR    pred=11 true=14 lat=1566ms
    healthcare::0035 GACA  pred=14 true=14 lat=2525ms
    healthcare::0055 VL    pred=11 true=11 lat=1327ms
    healthcare::0055 FR    pred=11 true=11 lat=1417ms
    healthcare::0055 GR    pred=11 true=11 lat=1614ms
    healthcare::0055 GACA  pred=11 true=11 lat=2071ms
    healthcare::0075 VL    pred=11 true=8 lat=1676ms
    healthcare::0075 FR    pred=11 true=8 lat=1346ms
    healthcare::0075 GR    pred=11 true=8 lat=1610ms
    healthcare::0075 GACA  pred=11 true=8 lat=2071ms
    healthcare::0095 VL    pred=4 true=4 lat=1713ms
    healthcare::0095 FR    pred=3 true=4 lat=1589ms
    healthcare::0095 GR    pred=3 true=4 lat=1539ms
    healthcare::0095 GACA  pred=3 true=4 lat=1911ms
    healthcare::0016 VL    pred=11 true=18 lat=1488ms
    healthcare::0016 FR    pred=11 true=18 lat=1772ms
    healthcare::0016 GR    pred=11 true=18 lat=1448ms
    healthcare::0016 GACA  pred=11 true=18 lat=2127ms
    healthcare::0036 VL    pred=11 true=15 lat=1390ms
    healthcare::0036 FR    pred=11 true=15 lat=1364ms
    healthcare::0036 GR    pred=11 true=15 lat=1517ms
    healthcare::0036 GACA  pred=11 true=15 lat=1984ms
    healthcare::0056 VL    pred=11 true=12 lat=1579ms
    healthcare::0056 FR    pred=11 true=12 lat=1552ms
    healthcare::0056 GR    pred=11 true=12 lat=1643ms
    healthcare::0056 GACA  pred=12 true=12 lat=2427ms
    healthcare::0076 VL    pred=11 true=9 lat=1376ms
    healthcare::0076 FR    pred=11 true=9 lat=2412ms
    healthcare::0076 GR    pred=10 true=9 lat=1501ms
    healthcare::0076 GACA  pred=11 true=9 lat=1762ms
    healthcare::0096 VL    pred=11 true=6 lat=1811ms
    healthcare::0096 FR    pred=11 true=6 lat=1366ms
    healthcare::0096 GR    pred=11 true=6 lat=1516ms
    healthcare::0096 GACA  pred=11 true=6 lat=1473ms
    healthcare::0017 VL    pred=19 true=19 lat=1440ms
    healthcare::0017 FR    pred=2 true=19 lat=1413ms
    healthcare::0017 GR    pred=2 true=19 lat=1437ms
    healthcare::0017 GACA  pred=19 true=19 lat=1890ms
    healthcare::0037 VL    pred=16 true=16 lat=1399ms
    healthcare::0037 FR    pred=11 true=16 lat=2234ms
    healthcare::0037 GR    pred=16 true=16 lat=2172ms
    healthcare::0037 GACA  pred=22 true=16 lat=2328ms
    healthcare::0057 VL    pred=20 true=13 lat=1391ms
    healthcare::0057 FR    pred=11 true=13 lat=1316ms
    healthcare::0057 GR    pred=20 true=13 lat=1995ms
    healthcare::0057 GACA  pred=13 true=13 lat=2227ms
    healthcare::0077 VL    pred=10 true=10 lat=1636ms
    healthcare::0077 FR    pred=11 true=10 lat=1564ms
    healthcare::0077 GR    pred=10 true=10 lat=1583ms
    healthcare::0077 GACA  pred=11 true=10 lat=1953ms
    healthcare::0097 VL    pred=11 true=7 lat=1338ms
    healthcare::0097 FR    pred=11 true=7 lat=1828ms
    healthcare::0097 GR    pred=11 true=7 lat=1521ms
    healthcare::0097 GACA  pred=11 true=7 lat=1937ms
    healthcare::0018 VL    pred=20 true=20 lat=1603ms
    healthcare::0018 FR    pred=20 true=20 lat=1554ms
    healthcare::0018 GR    pred=20 true=20 lat=2009ms
    healthcare::0018 GACA  pred=20 true=20 lat=2090ms
    healthcare::0038 VL    pred=11 true=17 lat=1348ms
    healthcare::0038 FR    pred=11 true=17 lat=1537ms
    healthcare::0038 GR    pred=11 true=17 lat=1822ms
    healthcare::0038 GACA  pred=11 true=17 lat=1910ms
    healthcare::0058 VL    pred=20 true=14 lat=1935ms
    healthcare::0058 FR    pred=20 true=14 lat=1804ms
    healthcare::0058 GR    pred=20 true=14 lat=1600ms
    healthcare::0058 GACA  pred=14 true=14 lat=2584ms
    healthcare::0078 VL    pred=11 true=11 lat=1795ms
    healthcare::0078 FR    pred=11 true=11 lat=1408ms
    healthcare::0078 GR    pred=11 true=11 lat=2807ms
    healthcare::0078 GACA  pred=11 true=11 lat=4797ms
    healthcare::0098 VL    pred=11 true=8 lat=1494ms
    healthcare::0098 FR    pred=11 true=8 lat=1343ms
    healthcare::0098 GR    pred=11 true=8 lat=1383ms
    healthcare::0098 GACA  pred=11 true=8 lat=2653ms
    healthcare::0019 VL    pred=11 true=21 lat=1566ms
    healthcare::0019 FR    pred=21 true=21 lat=1706ms
    healthcare::0019 GR    pred=21 true=21 lat=1576ms
    healthcare::0019 GACA  pred=21 true=21 lat=2201ms
    healthcare::0039 VL    pred=1 true=18 lat=1494ms
    healthcare::0039 FR    pred=11 true=18 lat=1383ms
    healthcare::0039 GR    pred=21 true=18 lat=1672ms
    healthcare::0039 GACA  pred=11 true=18 lat=2160ms
    healthcare::0059 VL    pred=11 true=15 lat=1529ms
    healthcare::0059 FR    pred=11 true=15 lat=1388ms
    healthcare::0059 GR    pred=11 true=15 lat=1628ms
    healthcare::0059 GACA  pred=11 true=15 lat=2402ms
    healthcare::0079 VL    pred=11 true=12 lat=1623ms
    healthcare::0079 FR    pred=11 true=12 lat=1828ms
    healthcare::0079 GR    pred=11 true=12 lat=1637ms
    healthcare::0079 GACA  pred=12 true=12 lat=2278ms
    healthcare::0099 VL    pred=11 true=9 lat=1557ms
    healthcare::0099 FR    pred=11 true=9 lat=1577ms
    healthcare::0099 GR    pred=10 true=9 lat=2762ms
    healthcare::0099 GACA  pred=10 true=9 lat=2484ms
      teaching::0000 VL    pred=1 true=1 lat=1705ms
      teaching::0000 FR    pred=11 true=1 lat=1333ms
      teaching::0000 GR    pred=1 true=1 lat=1674ms
      teaching::0000 GACA  pred=11 true=1 lat=2178ms
      teaching::0020 VL    pred=21 true=21 lat=1595ms
      teaching::0020 FR    pred=21 true=21 lat=1718ms
      teaching::0020 GR    pred=21 true=21 lat=1770ms
      teaching::0020 GACA  pred=21 true=21 lat=2933ms
      teaching::0040 VL    pred=17 true=17 lat=2102ms
      teaching::0040 FR    pred=17 true=17 lat=1556ms
      teaching::0040 GR    pred=17 true=17 lat=1651ms
      teaching::0040 GACA  pred=17 true=17 lat=2457ms
      teaching::0060 VL    pred=5 true=13 lat=1714ms
      teaching::0060 FR    pred=5 true=13 lat=1545ms
      teaching::0060 GR    pred=5 true=13 lat=1769ms
      teaching::0060 GACA  pred=5 true=13 lat=2277ms
      teaching::0080 VL    pred=11 true=9 lat=1542ms
      teaching::0080 FR    pred=11 true=9 lat=1615ms
      teaching::0080 GR    pred=11 true=9 lat=1366ms
      teaching::0080 GACA  pred=11 true=9 lat=1917ms
      teaching::0001 VL    pred=1 true=2 lat=1548ms
      teaching::0001 FR    pred=1 true=2 lat=1687ms
      teaching::0001 GR    pred=1 true=2 lat=1677ms
      teaching::0001 GACA  pred=1 true=2 lat=2111ms
      teaching::0021 VL    pred=5 true=22 lat=1721ms
      teaching::0021 FR    pred=22 true=22 lat=1718ms
      teaching::0021 GR    pred=5 true=22 lat=1561ms
      teaching::0021 GACA  pred=22 true=22 lat=2503ms
      teaching::0041 VL    pred=18 true=18 lat=1846ms
      teaching::0041 FR    pred=18 true=18 lat=1670ms
      teaching::0041 GR    pred=18 true=18 lat=1686ms
      teaching::0041 GACA  pred=18 true=18 lat=2168ms
      teaching::0061 VL    pred=5 true=14 lat=1228ms
      teaching::0061 FR    pred=14 true=14 lat=1852ms
      teaching::0061 GR    pred=14 true=14 lat=1463ms
      teaching::0061 GACA  pred=14 true=14 lat=2286ms
      teaching::0081 VL    pred=11 true=10 lat=1680ms
      teaching::0081 FR    pred=11 true=10 lat=1678ms
      teaching::0081 GR    pred=11 true=10 lat=1596ms
      teaching::0081 GACA  pred=11 true=10 lat=2420ms
      teaching::0002 VL    pred=3 true=3 lat=1654ms
      teaching::0002 FR    pred=3 true=3 lat=1625ms
      teaching::0002 GR    pred=3 true=3 lat=2243ms
      teaching::0002 GACA  pred=3 true=3 lat=2072ms
      teaching::0022 VL    pred=8 true=23 lat=1907ms
      teaching::0022 FR    pred=11 true=23 lat=1795ms
      teaching::0022 GR    pred=11 true=23 lat=1505ms
      teaching::0022 GACA  pred=18 true=23 lat=2396ms
      teaching::0042 VL    pred=19 true=19 lat=1636ms
      teaching::0042 FR    pred=19 true=19 lat=1684ms
      teaching::0042 GR    pred=19 true=19 lat=1848ms
      teaching::0042 GACA  pred=19 true=19 lat=2197ms
      teaching::0062 VL    pred=5 true=15 lat=1711ms
      teaching::0062 FR    pred=5 true=15 lat=1751ms
      teaching::0062 GR    pred=5 true=15 lat=1821ms
      teaching::0062 GACA  pred=5 true=15 lat=2161ms
      teaching::0082 VL    pred=11 true=11 lat=1314ms
      teaching::0082 FR    pred=11 true=11 lat=1415ms
      teaching::0082 GR    pred=17 true=11 lat=1859ms
      teaching::0082 GACA  pred=11 true=11 lat=3417ms
      teaching::0003 VL    pred=4 true=4 lat=1705ms
      teaching::0003 FR    pred=4 true=4 lat=1892ms
      teaching::0003 GR    pred=4 true=4 lat=1785ms
      teaching::0003 GACA  pred=4 true=4 lat=2163ms
      teaching::0023 VL    pred=4 true=24 lat=1778ms
      teaching::0023 FR    pred=19 true=24 lat=1917ms
      teaching::0023 GR    pred=19 true=24 lat=1782ms
      teaching::0023 GACA  pred=19 true=24 lat=2413ms
      teaching::0043 VL    pred=20 true=20 lat=1751ms
      teaching::0043 FR    pred=20 true=20 lat=1743ms
      teaching::0043 GR    pred=20 true=20 lat=1592ms
      teaching::0043 GACA  pred=20 true=20 lat=2515ms
      teaching::0063 VL    pred=10 true=16 lat=1845ms
      teaching::0063 FR    pred=10 true=16 lat=1655ms
      teaching::0063 GR    pred=10 true=16 lat=1837ms
      teaching::0063 GACA  pred=16 true=16 lat=2080ms
      teaching::0083 VL    pred=19 true=12 lat=1586ms
      teaching::0083 FR    pred=19 true=12 lat=1611ms
      teaching::0083 GR    pred=19 true=12 lat=1693ms
      teaching::0083 GACA  pred=12 true=12 lat=2052ms
      teaching::0004 VL    pred=5 true=5 lat=1251ms
      teaching::0004 FR    pred=5 true=5 lat=1772ms
      teaching::0004 GR    pred=5 true=5 lat=1899ms
      teaching::0004 GACA  pred=5 true=5 lat=2585ms
      teaching::0024 VL    pred=1 true=1 lat=1667ms
      teaching::0024 FR    pred=11 true=1 lat=1427ms
      teaching::0024 GR    pred=1 true=1 lat=1420ms
      teaching::0024 GACA  pred=11 true=1 lat=1845ms
      teaching::0044 VL    pred=21 true=21 lat=1826ms
      teaching::0044 FR    pred=21 true=21 lat=1692ms
      teaching::0044 GR    pred=21 true=21 lat=2073ms
      teaching::0044 GACA  pred=21 true=21 lat=2610ms
      teaching::0064 VL    pred=5 true=17 lat=1482ms
      teaching::0064 FR    pred=17 true=17 lat=1430ms
      teaching::0064 GR    pred=17 true=17 lat=1736ms
      teaching::0064 GACA  pred=17 true=17 lat=2182ms
      teaching::0084 VL    pred=10 true=13 lat=1657ms
      teaching::0084 FR    pred=13 true=13 lat=1775ms
      teaching::0084 GR    pred=17 true=13 lat=1659ms
      teaching::0084 GACA  pred=13 true=13 lat=2110ms
      teaching::0005 VL    pred=5 true=6 lat=1907ms
      teaching::0005 FR    pred=5 true=6 lat=1619ms
      teaching::0005 GR    pred=5 true=6 lat=1838ms
      teaching::0005 GACA  pred=5 true=6 lat=3572ms
      teaching::0025 VL    pred=1 true=2 lat=1668ms
      teaching::0025 FR    pred=11 true=2 lat=1587ms
      teaching::0025 GR    pred=1 true=2 lat=1801ms
      teaching::0025 GACA  pred=11 true=2 lat=1821ms
      teaching::0045 VL    pred=22 true=22 lat=1570ms
      teaching::0045 FR    pred=22 true=22 lat=1677ms
      teaching::0045 GR    pred=19 true=22 lat=1607ms
      teaching::0045 GACA  pred=22 true=22 lat=2088ms
      teaching::0065 VL    pred=18 true=18 lat=1883ms
      teaching::0065 FR    pred=18 true=18 lat=1712ms
      teaching::0065 GR    pred=18 true=18 lat=1476ms
      teaching::0065 GACA  pred=18 true=18 lat=2184ms
      teaching::0085 VL    pred=14 true=14 lat=1959ms
      teaching::0085 FR    pred=14 true=14 lat=1395ms
      teaching::0085 GR    pred=14 true=14 lat=2280ms
      teaching::0085 GACA  pred=14 true=14 lat=2128ms
      teaching::0006 VL    pred=11 true=7 lat=2201ms
      teaching::0006 FR    pred=11 true=7 lat=1821ms
      teaching::0006 GR    pred=7 true=7 lat=1983ms
      teaching::0006 GACA  pred=11 true=7 lat=2276ms
      teaching::0026 VL    pred=3 true=3 lat=1735ms
      teaching::0026 FR    pred=3 true=3 lat=1849ms
      teaching::0026 GR    pred=3 true=3 lat=1657ms
      teaching::0026 GACA  pred=3 true=3 lat=1733ms
      teaching::0046 VL    pred=8 true=23 lat=1615ms
      teaching::0046 FR    pred=11 true=23 lat=1565ms
      teaching::0046 GR    pred=11 true=23 lat=1924ms
      teaching::0046 GACA  pred=11 true=23 lat=2341ms
      teaching::0066 VL    pred=19 true=19 lat=1456ms
      teaching::0066 FR    pred=19 true=19 lat=1684ms
      teaching::0066 GR    pred=19 true=19 lat=1718ms
      teaching::0066 GACA  pred=19 true=19 lat=1907ms
      teaching::0086 VL    pred=5 true=15 lat=1665ms
      teaching::0086 FR    pred=5 true=15 lat=1706ms
      teaching::0086 GR    pred=5 true=15 lat=1677ms
      teaching::0086 GACA  pred=5 true=15 lat=1791ms
      teaching::0007 VL    pred=11 true=8 lat=1714ms
      teaching::0007 FR    pred=11 true=8 lat=1477ms
      teaching::0007 GR    pred=11 true=8 lat=1415ms
      teaching::0007 GACA  pred=17 true=8 lat=2046ms
      teaching::0027 VL    pred=4 true=4 lat=1398ms
      teaching::0027 FR    pred=4 true=4 lat=1508ms
      teaching::0027 GR    pred=4 true=4 lat=1674ms
      teaching::0027 GACA  pred=5 true=4 lat=2560ms
      teaching::0047 VL    pred=11 true=24 lat=1496ms
      teaching::0047 FR    pred=11 true=24 lat=1651ms
      teaching::0047 GR    pred=11 true=24 lat=1795ms
      teaching::0047 GACA  pred=11 true=24 lat=2424ms
      teaching::0067 VL    pred=20 true=20 lat=1629ms
      teaching::0067 FR    pred=20 true=20 lat=1856ms
      teaching::0067 GR    pred=20 true=20 lat=1454ms
      teaching::0067 GACA  pred=20 true=20 lat=2881ms
      teaching::0087 VL    pred=10 true=16 lat=1666ms
      teaching::0087 FR    pred=10 true=16 lat=1535ms
      teaching::0087 GR    pred=10 true=16 lat=1775ms
      teaching::0087 GACA  pred=16 true=16 lat=1931ms
      teaching::0008 VL    pred=11 true=9 lat=1482ms
      teaching::0008 FR    pred=11 true=9 lat=1716ms
      teaching::0008 GR    pred=9 true=9 lat=1613ms
      teaching::0008 GACA  pred=9 true=9 lat=2363ms
      teaching::0028 VL    pred=5 true=5 lat=1840ms
      teaching::0028 FR    pred=5 true=5 lat=1433ms
      teaching::0028 GR    pred=5 true=5 lat=1619ms
      teaching::0028 GACA  pred=6 true=5 lat=2065ms
      teaching::0048 VL    pred=11 true=1 lat=2054ms
      teaching::0048 FR    pred=11 true=1 lat=2201ms
      teaching::0048 GR    pred=11 true=1 lat=1508ms
      teaching::0048 GACA  pred=11 true=1 lat=1761ms
      teaching::0068 VL    pred=11 true=21 lat=1380ms
      teaching::0068 FR    pred=11 true=21 lat=1642ms
